sleep,stress,mood,energy,screen_time,activity_minutes,connectedness,activity,hour,day_type,best_nudge
7.93,4,2,4,3.68,6,3,Working,14,Weekday,Stay active
6.13,4,4,2,4.02,16,2,Relaxing,18,Weekday,Connect socially
6.55,1,3,2,2.74,50,4,Exercise,20,Weekday,Prepare for bed
4.35,4,3,1,5.93,21,5,Relaxing,14,Weekday,Take a short break
6.7,3,3,3,4.53,125,5,Phone,15,Weekday,Reduce screen time
7.54,3,3,3,4.52,117,3,Relaxing,18,Weekday,Stay active
8.41,3,4,4,3.26,25,3,Relaxing,15,Weekday,Stay active
8.04,3,4,3,3.3,30,3,Relaxing,11,Weekday,Maintain habits
6.5,3,4,3,4.88,34,4,Studying,20,Weekday,Maintain habits
7.46,2,4,3,5.05,24,4,Studying,11,Weekend,Take a short break
8.24,2,3,3,4.27,16,4,Relaxing,12,Weekday,Stay active
6.97,2,4,3,3.49,24,2,Relaxing,21,Weekday,Take a short break
7.64,3,3,3,2.01,57,3,Exercise,18,Weekend,Maintain habits
8.72,2,4,4,4.05,42,4,Studying,15,Weekday,Maintain habits
8.17,3,2,4,3.27,58,3,Studying,15,Weekday,Take a short break
6.32,3,1,4,3.0,88,3,Relaxing,11,Weekday,Prepare for bed
6.74,4,4,3,7.16,54,3,Exercise,8,Weekday,Connect socially
9.13,3,4,3,3.36,170,1,Studying,21,Weekday,Connect socially
8.27,3,4,4,1.97,103,5,Studying,8,Weekend,Take a short break
9.22,2,5,4,3.58,42,4,Exercise,8,Weekend,Reduce screen time
6.15,2,4,2,4.35,122,5,Phone,19,Weekday,Maintain habits
7.85,4,3,3,3.81,17,2,Studying,21,Weekday,Connect socially
8.58,3,2,4,4.91,35,2,Exercise,19,Weekend,Connect socially
9.18,3,3,4,1.75,92,3,Relaxing,12,Weekend,Maintain habits
9.24,1,4,5,5.92,22,2,Phone,13,Weekend,Maintain habits
6.93,3,2,3,4.74,57,3,Exercise,22,Weekday,Maintain habits
7.68,2,2,3,3.03,20,3,Relaxing,18,Weekday,Take a short break
7.12,2,3,3,2.02,147,2,Exercise,20,Weekday,Maintain habits
8.59,4,3,4,5.37,56,3,Studying,15,Weekend,Prepare for bed
5.79,4,3,3,4.17,31,5,Relaxing,19,Weekday,Stay active
5.86,4,3,2,4.95,18,3,Studying,23,Weekend,Connect socially
7.65,4,3,4,4.03,57,3,Studying,14,Weekday,Take a short break
7.89,3,2,3,6.33,49,4,Relaxing,14,Weekend,Prepare for bed
7.64,4,4,3,2.38,34,4,Studying,7,Weekday,Prepare for bed
7.56,2,3,2,5.64,55,3,Studying,19,Weekend,Prepare for bed
8.49,3,3,3,3.67,80,3,Studying,12,Weekday,Reduce screen time
7.89,3,3,3,2.74,2,2,Phone,12,Weekday,Reduce screen time
6.85,1,3,3,3.44,43,4,Exercise,18,Weekday,Maintain habits
7.75,4,3,5,5.75,28,2,Relaxing,19,Weekend,Connect socially
5.43,3,2,3,5.21,79,2,Studying,15,Weekday,Prepare for bed
9.75,2,5,4,3.17,27,5,Relaxing,22,Weekday,Maintain habits
7.62,4,3,3,3.97,138,4,Exercise,10,Weekend,Take a short break
8.54,3,3,2,4.99,33,3,Studying,17,Weekend,Connect socially
7.63,3,3,4,3.31,26,4,Relaxing,18,Weekday,Stay active
7.87,4,2,4,5.97,68,3,Phone,18,Weekend,Reduce screen time
7.56,3,3,2,5.73,63,5,Exercise,18,Weekday,Take a short break
5.04,3,3,2,4.53,30,3,Phone,18,Weekday,Take a short break
8.04,2,2,3,3.58,15,3,Relaxing,20,Weekday,Take a short break
7.37,3,3,3,5.42,17,3,Studying,20,Weekend,Take a short break
8.1,4,3,3,5.1,51,5,Relaxing,23,Weekday,Maintain habits
8.0,3,4,4,4.41,240,3,Working,22,Weekday,Prepare for bed
7.25,3,3,3,5.09,33,1,Studying,16,Weekday,Stay active
8.61,1,4,3,3.35,64,5,Exercise,19,Weekday,Reduce screen time
9.89,2,5,5,4.36,91,3,Studying,15,Weekend,Maintain habits
6.48,4,3,3,2.42,41,3,Phone,18,Weekday,Maintain habits
7.34,4,2,3,4.09,85,3,Exercise,6,Weekend,Maintain habits
5.43,4,2,2,6.15,35,1,Studying,14,Weekday,Take a short break
7.81,3,3,3,4.86,20,2,Phone,21,Weekend,Reduce screen time
8.23,3,3,3,5.58,102,3,Phone,18,Weekend,Connect socially
6.45,3,3,3,3.26,53,4,Studying,6,Weekday,Reduce screen time
7.11,4,3,3,5.23,88,5,Exercise,16,Weekday,Prepare for bed
10.04,2,3,3,6.4,33,2,Relaxing,14,Weekend,Maintain habits
7.69,4,4,3,4.61,61,4,Phone,20,Weekday,Take a short break
7.24,3,4,3,2.67,148,5,Studying,9,Weekday,Maintain habits
7.75,3,3,4,3.56,52,3,Working,17,Weekday,Take a short break
8.27,3,4,3,4.99,41,5,Relaxing,19,Weekend,Connect socially
5.17,4,4,2,2.79,61,3,Working,17,Weekday,Maintain habits
7.17,3,2,3,2.83,25,3,Studying,13,Weekday,Stay active
6.89,3,2,3,1.99,103,4,Exercise,20,Weekday,Prepare for bed
8.68,3,4,3,4.38,66,2,Phone,20,Weekday,Take a short break
7.03,4,4,4,5.34,79,3,Exercise,14,Weekday,Prepare for bed
9.67,3,3,5,6.15,52,2,Phone,12,Weekend,Maintain habits
8.27,2,3,3,3.91,27,3,Studying,18,Weekday,Maintain habits
9.35,4,3,3,5.17,26,3,Phone,14,Weekend,Reduce screen time
7.11,3,4,3,4.79,49,3,Exercise,14,Weekend,Take a short break
7.52,3,3,2,2.97,109,2,Studying,16,Weekday,Maintain habits
9.38,4,5,3,2.81,74,4,Exercise,16,Weekday,Maintain habits
6.3,3,3,4,1.41,22,5,Relaxing,20,Weekend,Prepare for bed
7.97,4,4,3,3.95,143,5,Phone,22,Weekday,Take a short break
8.54,3,4,4,6.4,35,3,Phone,19,Weekday,Reduce screen time
7.77,3,3,4,2.93,87,4,Exercise,9,Weekend,Take a short break
8.2,4,3,3,4.05,38,5,Working,14,Weekend,Reduce screen time
8.77,2,5,3,4.43,62,2,Exercise,11,Weekday,Maintain habits
9.13,2,5,4,3.9,162,4,Relaxing,18,Weekday,Maintain habits
5.69,3,4,2,4.39,106,3,Relaxing,17,Weekday,Take a short break
9.11,4,4,3,1.19,80,4,Studying,23,Weekend,Maintain habits
6.14,3,4,2,7.24,27,2,Relaxing,16,Weekday,Maintain habits
8.6,4,3,2,6.05,46,3,Exercise,9,Weekend,Reduce screen time
5.65,4,3,2,3.36,46,5,Relaxing,17,Weekday,Stay active
5.76,2,3,3,2.39,192,2,Exercise,14,Weekday,Prepare for bed
9.77,3,2,3,4.21,14,5,Phone,11,Weekday,Reduce screen time
8.29,3,3,4,4.18,42,4,Relaxing,14,Weekday,Reduce screen time
5.61,4,2,2,6.87,32,3,Studying,12,Weekend,Take a short break
6.23,2,3,3,5.53,50,4,Phone,11,Weekday,Maintain habits
6.96,3,2,2,5.08,17,5,Relaxing,16,Weekend,Stay active
6.9,4,2,3,4.98,30,2,Working,20,Weekday,Stay active
6.95,3,3,3,3.77,33,4,Exercise,21,Weekend,Prepare for bed
6.39,3,4,2,6.15,79,5,Relaxing,12,Weekend,Connect socially
6.69,5,2,2,6.5,1,3,Phone,16,Weekday,Stay active
7.69,4,3,3,6.07,66,5,Exercise,20,Weekend,Prepare for bed
6.33,3,2,2,3.75,142,2,Studying,23,Weekday,Reduce screen time
8.3,2,4,3,3.68,78,4,Relaxing,20,Weekday,Maintain habits
6.72,3,3,3,2.75,12,1,Working,16,Weekend,Stay active
8.43,2,4,3,5.92,100,3,Studying,21,Weekend,Reduce screen time
7.72,3,3,2,4.95,35,1,Studying,19,Weekday,Stay active
7.34,3,4,2,5.4,18,5,Relaxing,9,Weekend,Prepare for bed
6.68,4,2,2,3.33,31,4,Exercise,9,Weekday,Reduce screen time
8.37,3,2,4,3.24,74,4,Exercise,22,Weekday,Maintain habits
6.47,4,2,1,2.94,88,5,Exercise,22,Weekday,Take a short break
8.44,3,4,3,6.0,16,4,Phone,16,Weekday,Stay active
7.35,3,3,3,4.55,41,3,Phone,18,Weekday,Stay active
8.66,3,4,4,3.85,75,5,Phone,13,Weekday,Connect socially
5.71,4,4,3,3.49,57,3,Exercise,18,Weekday,Connect socially
7.18,4,2,3,6.23,39,4,Phone,15,Weekday,Stay active
6.59,3,3,3,2.55,54,4,Relaxing,14,Weekday,Stay active
9.59,2,3,3,3.49,49,4,Exercise,15,Weekend,Maintain habits
7.54,4,1,3,3.05,13,4,Working,16,Weekday,Take a short break
7.33,4,2,3,5.68,42,1,Phone,22,Weekend,Connect socially
6.71,3,4,3,3.24,29,3,Phone,21,Weekend,Reduce screen time
6.37,4,3,2,4.15,21,2,Relaxing,11,Weekday,Take a short break
8.34,3,3,3,3.1,24,5,Studying,13,Weekend,Maintain habits
8.59,2,4,2,5.08,27,2,Studying,13,Weekend,Reduce screen time
9.07,2,4,3,4.96,38,4,Phone,6,Weekday,Stay active
7.38,2,4,2,2.03,60,4,Exercise,17,Weekday,Maintain habits
5.24,3,3,1,4.52,74,4,Exercise,16,Weekday,Connect socially
7.77,1,3,3,2.01,60,3,Working,10,Weekday,Connect socially
7.87,3,3,3,4.49,27,3,Studying,23,Weekday,Stay active
6.89,2,3,3,3.05,39,4,Studying,19,Weekday,Connect socially
8.54,3,3,4,5.16,99,3,Phone,11,Weekend,Stay active
7.52,3,3,3,3.26,72,4,Exercise,19,Weekday,Connect socially
8.5,4,3,3,2.44,51,2,Studying,14,Weekend,Take a short break
5.88,3,3,1,7.06,38,4,Phone,18,Weekday,Prepare for bed
7.81,3,4,3,4.65,12,4,Relaxing,16,Weekday,Take a short break
5.86,3,2,3,3.76,50,4,Exercise,10,Weekday,Maintain habits
6.27,5,2,3,3.53,57,3,Studying,16,Weekday,Connect socially
8.0,4,3,4,4.17,116,4,Relaxing,22,Weekend,Prepare for bed
6.74,2,3,3,3.6,48,3,Exercise,19,Weekday,Maintain habits
6.75,3,3,2,6.58,31,3,Phone,18,Weekday,Stay active
7.42,4,2,3,8.58,60,3,Relaxing,20,Weekday,Maintain habits
7.33,3,2,2,4.36,65,3,Studying,20,Weekday,Reduce screen time
5.79,2,4,3,3.8,26,2,Relaxing,21,Weekday,Prepare for bed
7.08,4,3,3,4.73,47,1,Phone,9,Weekday,Stay active
8.27,3,3,2,6.12,110,4,Phone,10,Weekday,Reduce screen time
7.61,3,3,2,4.12,22,4,Working,20,Weekday,Maintain habits
9.5,3,3,5,4.34,25,3,Phone,23,Weekday,Reduce screen time
8.42,1,4,4,3.93,129,5,Working,17,Weekend,Maintain habits
8.99,2,3,3,6.4,16,2,Phone,22,Weekday,Reduce screen time
5.96,2,3,3,2.39,43,3,Relaxing,18,Weekday,Stay active
7.25,3,3,4,4.64,30,4,Studying,9,Weekday,Stay active
6.17,2,4,3,5.41,47,4,Relaxing,22,Weekday,Prepare for bed
6.51,4,3,3,4.9,25,3,Phone,20,Weekday,Stay active
9.16,2,4,4,3.51,17,4,Relaxing,17,Weekday,Stay active
6.03,3,2,2,4.25,20,4,Phone,19,Weekend,Take a short break
8.89,4,3,5,3.98,134,3,Phone,14,Weekend,Reduce screen time
7.86,2,4,3,4.81,124,4,Studying,18,Weekday,Maintain habits
8.05,3,3,3,3.16,21,3,Relaxing,15,Weekday,Connect socially
7.02,4,2,2,3.85,0,3,Phone,17,Weekday,Stay active
8.82,3,4,4,4.25,13,3,Relaxing,18,Weekday,Stay active
7.54,2,4,2,4.02,33,3,Phone,8,Weekday,Stay active
8.51,3,3,3,3.74,94,1,Exercise,9,Weekend,Take a short break
5.23,4,3,2,3.48,53,3,Studying,9,Weekday,Stay active
6.14,3,2,3,4.97,95,4,Phone,17,Weekday,Take a short break
6.9,4,3,2,4.64,49,3,Relaxing,15,Weekday,Prepare for bed
7.93,2,3,3,3.85,89,4,Studying,16,Weekday,Maintain habits
5.99,3,3,3,6.32,33,4,Studying,16,Weekday,Take a short break
5.49,4,1,2,6.05,18,5,Relaxing,7,Weekday,Stay active
7.39,3,3,4,2.5,57,3,Relaxing,20,Weekday,Reduce screen time
6.27,4,3,3,4.55,33,3,Phone,18,Weekday,Reduce screen time
7.56,4,4,2,3.78,67,4,Phone,18,Weekday,Reduce screen time
7.47,2,3,3,7.0,10,4,Studying,7,Weekend,Stay active
7.9,3,3,2,3.71,32,3,Studying,18,Weekday,Maintain habits
5.73,4,1,1,3.55,41,4,Relaxing,16,Weekday,Take a short break
7.22,3,4,1,6.27,41,4,Studying,19,Weekend,Take a short break
6.92,3,4,3,3.29,29,4,Exercise,9,Weekday,Maintain habits
8.26,3,3,4,7.58,55,3,Relaxing,19,Weekday,Connect socially
6.74,2,2,3,5.34,13,4,Working,22,Weekday,Stay active
7.29,3,3,4,5.15,57,3,Studying,20,Weekday,Maintain habits
6.17,3,3,2,1.41,6,4,Studying,21,Weekday,Maintain habits
8.38,4,2,5,2.6,37,2,Studying,8,Weekend,Take a short break
7.97,4,2,3,6.82,6,3,Phone,17,Weekday,Stay active
7.16,3,3,2,3.82,1,4,Studying,12,Weekday,Take a short break
6.63,3,4,2,3.39,240,5,Exercise,17,Weekday,Reduce screen time
6.66,3,4,3,4.34,129,4,Relaxing,19,Weekday,Take a short break
6.97,3,3,2,5.44,26,3,Phone,19,Weekday,Connect socially
7.85,3,3,2,5.91,20,4,Phone,23,Weekday,Prepare for bed
6.93,3,3,2,5.22,38,3,Relaxing,22,Weekday,Stay active
9.07,2,4,3,3.91,25,2,Working,12,Weekend,Connect socially
7.68,4,3,3,4.22,69,3,Phone,21,Weekend,Prepare for bed
6.66,2,3,3,5.35,16,5,Relaxing,21,Weekend,Prepare for bed
9.67,4,3,3,3.8,35,3,Relaxing,19,Weekend,Take a short break
7.13,4,1,3,4.22,30,3,Studying,12,Weekend,Reduce screen time
6.9,4,3,2,5.05,23,5,Relaxing,11,Weekend,Stay active
6.88,2,3,3,5.2,42,2,Exercise,15,Weekday,Take a short break
8.53,3,3,3,4.89,17,1,Relaxing,7,Weekday,Take a short break
8.26,3,3,3,6.1,13,3,Relaxing,13,Weekday,Connect socially
7.87,4,3,4,4.93,4,3,Phone,8,Weekday,Maintain habits
7.74,2,3,3,3.01,53,4,Working,17,Weekday,Take a short break
7.65,3,3,2,4.78,18,3,Relaxing,18,Weekday,Connect socially
8.16,2,4,2,3.85,44,3,Studying,9,Weekend,Maintain habits
8.31,2,4,4,3.38,69,5,Studying,21,Weekend,Reduce screen time
6.91,4,2,2,4.75,66,3,Working,9,Weekday,Maintain habits
6.43,3,3,3,2.15,17,4,Relaxing,15,Weekday,Take a short break
8.09,3,4,3,3.83,80,5,Relaxing,16,Weekday,Take a short break
6.21,2,3,1,3.28,90,3,Relaxing,17,Weekday,Prepare for bed
7.3,3,2,3,2.68,79,1,Relaxing,13,Weekday,Prepare for bed
6.59,3,4,3,4.25,34,4,Exercise,19,Weekday,Stay active
6.45,4,3,3,3.48,33,4,Studying,14,Weekday,Take a short break
7.95,4,3,2,3.35,11,3,Studying,12,Weekday,Stay active
7.58,4,3,2,2.84,19,4,Studying,16,Weekday,Reduce screen time
8.57,3,4,4,3.81,17,4,Phone,9,Weekday,Stay active
6.9,4,3,3,4.97,39,2,Phone,23,Weekday,Stay active
8.38,4,2,2,5.19,22,2,Studying,17,Weekend,Take a short break
6.48,3,2,3,5.04,46,4,Studying,10,Weekday,Maintain habits
8.15,3,3,2,1.56,82,3,Exercise,20,Weekend,Maintain habits
6.09,4,3,3,2.44,109,2,Relaxing,19,Weekday,Maintain habits
6.48,4,2,2,3.82,137,2,Exercise,15,Weekday,Prepare for bed
8.27,4,3,4,4.92,47,1,Phone,23,Weekend,Reduce screen time
6.11,4,2,2,6.77,75,2,Phone,16,Weekend,Connect socially
8.53,3,4,3,5.6,61,4,Phone,11,Weekday,Maintain habits
8.0,3,4,2,2.85,0,5,Studying,19,Weekend,Take a short break
6.82,2,5,4,0.96,16,4,Phone,22,Weekday,Maintain habits
8.16,4,3,3,5.37,13,3,Phone,12,Weekend,Maintain habits
7.98,2,3,4,4.63,46,4,Phone,6,Weekday,Maintain habits
9.89,3,3,4,3.57,41,3,Relaxing,17,Weekend,Stay active
6.34,2,3,3,2.54,165,2,Exercise,19,Weekend,Maintain habits
7.21,3,4,1,5.62,28,3,Phone,12,Weekend,Connect socially
9.11,2,3,2,6.03,7,3,Phone,22,Weekend,Stay active
7.1,4,2,3,4.39,8,3,Studying,10,Weekday,Take a short break
7.73,2,5,3,3.23,71,5,Relaxing,20,Weekday,Maintain habits
5.25,4,3,2,4.08,33,3,Studying,21,Weekday,Take a short break
8.33,1,3,3,2.53,58,4,Studying,11,Weekend,Maintain habits
7.25,3,3,4,3.44,49,3,Phone,16,Weekday,Maintain habits
7.38,4,2,3,5.42,59,3,Studying,7,Weekday,Take a short break
8.07,3,3,3,5.55,68,4,Phone,18,Weekend,Stay active
6.17,4,3,2,4.2,48,4,Working,17,Weekday,Prepare for bed
7.0,3,2,4,3.64,144,2,Relaxing,19,Weekend,Connect socially
9.26,4,3,3,4.85,35,3,Exercise,16,Weekend,Connect socially
7.0,4,2,3,6.47,32,4,Studying,14,Weekday,Maintain habits
9.38,3,4,4,3.14,19,1,Relaxing,10,Weekday,Connect socially
8.5,3,4,3,4.33,37,4,Studying,8,Weekday,Take a short break
7.43,1,4,3,3.13,94,3,Phone,17,Weekday,Maintain habits
7.89,3,4,4,6.03,27,4,Phone,21,Weekend,Stay active
7.18,3,3,4,4.45,195,2,Studying,19,Weekday,Connect socially
6.97,3,3,3,2.82,102,3,Exercise,15,Weekday,Maintain habits
7.03,3,3,3,4.14,24,3,Exercise,23,Weekday,Reduce screen time
10.29,2,5,3,4.13,45,3,Studying,11,Weekend,Prepare for bed
7.22,3,3,3,5.87,78,4,Relaxing,23,Weekday,Prepare for bed
9.07,3,2,4,5.78,24,1,Phone,12,Weekend,Connect socially
7.46,3,2,2,5.68,13,3,Relaxing,10,Weekend,Maintain habits
5.63,4,3,3,5.85,74,1,Phone,20,Weekday,Connect socially
6.59,3,3,3,3.73,15,3,Studying,16,Weekday,Take a short break
7.23,3,3,3,0.99,159,5,Relaxing,21,Weekday,Maintain habits
7.69,4,2,2,5.92,103,3,Studying,19,Weekend,Take a short break
7.63,4,3,4,4.78,66,5,Phone,10,Weekday,Reduce screen time
7.57,2,4,4,3.22,116,4,Exercise,10,Weekend,Stay active
6.01,3,2,3,6.4,63,5,Studying,16,Weekend,Stay active
7.98,3,4,3,7.09,77,4,Phone,17,Weekday,Prepare for bed
7.11,3,4,2,4.59,55,4,Studying,15,Weekday,Take a short break
7.55,3,2,2,5.27,32,3,Relaxing,11,Weekend,Prepare for bed
8.07,2,4,3,0.69,25,4,Studying,11,Weekend,Stay active
8.15,3,3,2,5.29,46,3,Exercise,16,Weekday,Connect socially
8.01,3,3,2,3.1,23,4,Phone,6,Weekday,Take a short break
7.43,3,3,3,3.41,55,3,Working,15,Weekday,Take a short break
8.43,3,3,4,3.11,58,1,Phone,7,Weekday,Connect socially
8.53,2,4,5,4.56,70,5,Phone,21,Weekend,Maintain habits
6.4,4,4,3,6.37,35,4,Phone,18,Weekday,Prepare for bed
7.31,4,2,3,8.14,19,4,Phone,10,Weekend,Reduce screen time
7.07,3,3,2,2.1,81,4,Relaxing,19,Weekday,Connect socially
9.78,3,3,3,5.14,53,5,Relaxing,16,Weekend,Reduce screen time
7.45,4,2,4,3.88,92,4,Exercise,16,Weekday,Maintain habits
6.7,4,2,2,5.58,57,3,Working,12,Weekend,Maintain habits
8.31,3,3,3,2.75,90,2,Studying,15,Weekday,Connect socially
7.26,3,3,3,6.51,3,4,Phone,21,Weekend,Maintain habits
9.73,3,3,3,2.75,63,3,Studying,10,Weekday,Take a short break
7.71,3,3,3,5.86,15,3,Studying,18,Weekday,Stay active
5.27,3,2,3,4.63,95,4,Working,11,Weekday,Maintain habits
7.09,3,3,3,6.77,63,4,Working,15,Weekday,Take a short break
7.13,4,3,2,2.75,39,3,Relaxing,17,Weekday,Take a short break
7.02,3,3,2,5.88,36,3,Phone,10,Weekday,Maintain habits
8.23,3,3,2,3.81,5,2,Phone,9,Weekday,Stay active
7.86,3,2,3,4.65,30,4,Exercise,16,Weekday,Stay active
8.56,3,3,3,4.65,30,3,Studying,15,Weekday,Take a short break
7.9,3,3,2,4.01,56,3,Exercise,21,Weekday,Prepare for bed
7.77,3,2,2,4.29,8,3,Studying,18,Weekday,Take a short break
6.05,5,2,1,7.73,36,4,Phone,21,Weekday,Take a short break
8.15,2,4,2,4.93,21,3,Studying,22,Weekend,Stay active
7.95,4,3,3,5.48,44,5,Phone,6,Weekday,Maintain habits
7.78,4,3,3,3.5,98,3,Exercise,21,Weekday,Maintain habits
8.4,5,2,4,5.41,96,3,Studying,22,Weekend,Take a short break
6.24,4,1,2,4.63,26,1,Studying,16,Weekend,Connect socially
7.63,4,3,2,5.98,24,3,Studying,18,Weekday,Connect socially
6.86,3,2,3,5.08,22,3,Phone,14,Weekday,Stay active
8.48,3,4,3,4.27,59,3,Working,9,Weekend,Reduce screen time
8.98,3,4,3,5.37,44,3,Phone,12,Weekend,Take a short break
8.18,2,4,2,1.87,43,3,Relaxing,9,Weekday,Maintain habits
7.09,2,4,2,1.41,138,5,Studying,16,Weekday,Maintain habits
7.02,3,3,2,5.1,79,3,Exercise,18,Weekend,Maintain habits
7.89,4,3,3,3.04,54,4,Studying,6,Weekend,Stay active
7.2,3,4,3,3.25,102,4,Exercise,12,Weekday,Maintain habits
8.26,3,3,3,4.28,183,3,Phone,8,Weekday,Take a short break
8.33,3,3,3,3.98,83,3,Relaxing,22,Weekday,Connect socially
8.07,4,3,3,2.27,48,4,Working,20,Weekday,Maintain habits
6.92,4,3,3,2.95,137,3,Phone,7,Weekday,Take a short break
8.29,3,3,4,4.58,43,1,Phone,20,Weekday,Connect socially
7.77,3,3,3,3.84,9,3,Relaxing,20,Weekday,Maintain habits
5.73,4,4,2,5.34,43,3,Studying,20,Weekday,Take a short break
6.78,2,3,2,5.28,23,3,Phone,21,Weekend,Maintain habits
6.66,4,3,3,5.15,80,1,Relaxing,16,Weekend,Connect socially
7.25,3,4,4,3.77,26,3,Studying,12,Weekend,Take a short break
8.71,2,4,5,5.99,42,5,Studying,21,Weekend,Maintain habits
9.23,2,4,3,6.5,29,5,Phone,20,Weekend,Maintain habits
7.06,3,3,1,4.24,17,4,Studying,13,Weekday,Connect socially
7.25,3,4,3,1.57,111,3,Exercise,17,Weekday,Prepare for bed
7.31,3,3,3,2.49,87,2,Exercise,17,Weekend,Prepare for bed
7.56,3,3,3,4.58,50,5,Studying,16,Weekday,Stay active
6.68,3,2,3,4.75,77,4,Studying,17,Weekday,Stay active
8.19,3,3,3,1.55,113,2,Exercise,9,Weekend,Maintain habits
8.62,3,4,3,4.46,47,3,Relaxing,16,Weekday,Stay active
7.68,4,4,3,5.85,61,3,Phone,13,Weekend,Stay active
6.92,4,2,2,7.52,38,3,Exercise,6,Weekday,Take a short break
7.28,4,2,2,3.85,60,4,Exercise,16,Weekday,Connect socially
7.5,3,4,3,5.4,25,5,Studying,14,Weekend,Reduce screen time
8.2,3,3,2,1.67,137,2,Exercise,15,Weekend,Connect socially
8.29,3,3,3,3.24,107,5,Relaxing,9,Weekday,Connect socially
6.17,3,2,4,2.64,180,3,Exercise,16,Weekday,Maintain habits
5.96,5,1,2,5.46,10,3,Studying,13,Weekday,Reduce screen time
6.62,3,3,2,4.36,72,3,Studying,6,Weekday,Take a short break
7.8,3,3,4,3.13,19,4,Studying,19,Weekday,Stay active
7.94,2,4,4,3.82,48,3,Phone,18,Weekday,Reduce screen time
9.14,3,4,4,4.81,12,2,Studying,17,Weekday,Maintain habits
8.02,3,3,3,5.69,135,4,Studying,18,Weekday,Maintain habits
7.2,4,2,2,7.12,11,2,Phone,14,Weekday,Take a short break
6.18,4,2,3,3.01,67,2,Exercise,10,Weekday,Prepare for bed
7.38,3,3,3,5.07,22,1,Phone,14,Weekday,Connect socially
7.54,4,2,3,5.13,79,3,Exercise,19,Weekday,Prepare for bed
7.75,3,2,4,2.79,51,3,Studying,17,Weekend,Take a short break
7.63,3,3,4,5.65,82,3,Studying,19,Weekend,Connect socially
8.27,3,4,3,3.02,52,2,Exercise,21,Weekend,Take a short break
7.51,3,5,3,2.61,130,4,Studying,12,Weekday,Stay active
9.52,2,4,3,2.9,62,1,Studying,21,Weekend,Prepare for bed
6.79,4,2,3,5.38,14,5,Phone,18,Weekday,Maintain habits
7.8,3,3,4,3.73,42,3,Relaxing,17,Weekday,Take a short break
7.55,4,3,4,4.74,92,3,Relaxing,16,Weekend,Maintain habits
6.99,2,3,4,4.12,61,4,Studying,16,Weekday,Connect socially
7.96,2,4,2,4.94,66,3,Studying,8,Weekend,Reduce screen time
8.75,4,2,4,3.72,66,4,Exercise,8,Weekday,Maintain habits
8.28,4,3,3,2.6,89,4,Relaxing,14,Weekday,Take a short break
6.16,4,3,2,0.98,33,3,Studying,11,Weekday,Take a short break
8.16,3,3,1,3.38,28,1,Relaxing,9,Weekend,Stay active
5.54,3,2,1,5.47,53,4,Studying,7,Weekday,Take a short break
6.96,3,4,4,3.71,87,4,Relaxing,23,Weekday,Stay active
8.44,3,3,3,5.65,52,4,Studying,11,Weekday,Take a short break
7.38,3,3,2,5.47,64,3,Phone,23,Weekend,Connect socially
6.77,3,3,3,5.94,61,3,Phone,17,Weekday,Reduce screen time
9.88,4,2,4,4.85,79,3,Exercise,11,Weekend,Maintain habits
7.82,3,3,2,3.57,41,3,Relaxing,10,Weekday,Connect socially
8.48,2,4,3,5.79,24,4,Phone,11,Weekday,Connect socially
8.67,2,2,4,4.6,16,4,Phone,14,Weekday,Maintain habits
7.83,3,4,3,5.38,43,3,Phone,11,Weekend,Maintain habits
8.36,3,4,3,5.62,49,4,Studying,20,Weekday,Maintain habits
7.29,2,3,3,3.42,4,3,Working,14,Weekday,Stay active
7.22,3,4,3,1.99,119,3,Relaxing,17,Weekday,Maintain habits
8.33,2,2,4,4.52,15,4,Phone,16,Weekend,Connect socially
8.36,3,4,3,2.63,4,3,Studying,18,Weekday,Take a short break
7.21,4,2,3,1.92,27,3,Studying,23,Weekday,Take a short break
8.07,4,3,3,6.96,82,3,Phone,15,Weekday,Take a short break
6.41,4,2,3,4.59,50,3,Relaxing,14,Weekday,Take a short break
8.33,2,3,2,3.87,21,2,Working,23,Weekend,Connect socially
5.44,4,3,2,4.88,48,3,Relaxing,23,Weekday,Prepare for bed
8.11,4,3,4,4.96,26,1,Relaxing,19,Weekend,Connect socially
6.39,4,1,3,3.54,39,3,Exercise,20,Weekend,Prepare for bed
8.42,1,4,3,2.59,34,4,Relaxing,15,Weekday,Stay active
7.73,3,3,3,2.57,134,2,Relaxing,17,Weekend,Prepare for bed
7.21,2,4,3,1.66,157,5,Studying,14,Weekday,Maintain habits
7.58,1,3,4,2.79,45,3,Phone,18,Weekday,Stay active
6.93,4,2,3,7.76,5,3,Phone,20,Weekday,Prepare for bed
7.46,2,3,4,3.32,39,3,Studying,14,Weekend,Maintain habits
7.19,2,3,3,3.68,62,4,Relaxing,17,Weekday,Maintain habits
6.84,4,3,2,5.25,26,4,Working,19,Weekend,Take a short break
5.55,4,2,2,4.69,16,4,Phone,11,Weekday,Stay active
6.81,3,3,3,5.15,14,3,Phone,17,Weekday,Take a short break
7.33,2,4,3,2.78,35,3,Studying,19,Weekend,Take a short break
5.44,2,2,2,4.22,29,3,Studying,8,Weekday,Prepare for bed
7.74,3,3,2,4.22,33,3,Relaxing,12,Weekday,Reduce screen time
7.61,3,3,3,3.09,52,3,Phone,7,Weekend,Maintain habits
8.07,3,3,3,3.41,29,1,Studying,6,Weekday,Connect socially
