sleep,stress,mood,energy,screen_time,hour,activity,social,day_type,prediction,top_probability,second_probability,probability_margin,entropy,normalised_entropy,certainty_score,certainty,probability_mae,top1_correct
7.38,4,3,3,4.38,6,Working,Medium,Weekday,Take a short break,0.6074746242674954,0.15342243390737811,0.45405219036011735,1.2426473095379564,0.6935346685084506,0.6524931804707649,High,0.0022726499224583405,True
8.0,3,3,3,4.39,9,Studying,Medium,Weekend,Take a short break,0.4214821974072111,0.21682093160478375,0.20466126580242736,1.539597836406,0.8592659131134973,0.3610766922722447,Low,0.0016501898997600094,True
7.28,4,2,3,3.54,22,Studying,Low,Weekday,Connect socially,0.5503824998287467,0.24157883516377662,0.30880366466497,1.1424987867446192,0.6376407137040793,0.5363065474475992,Moderate,0.0025086302069632334,True
6.08,4,3,2,4.42,12,Studying,Medium,Weekday,Take a short break,0.7235661381941549,0.10525957977115682,0.6183065584229981,0.9720067780021528,0.5424873118828406,0.7671072998108016,High,0.001232936880882985,True
5.31,4,2,2,7.94,19,Phone,Low,Weekday,Connect socially,0.4738300766676778,0.23220357425520932,0.24162650241246847,1.321322901296243,0.7374443523189581,0.4348732157253913,Moderate,0.0016511607483028785,True
6.32,3,2,3,0.77,20,Studying,Low,Weekday,Connect socially,0.6307239502564418,0.17320796583806006,0.4575159844183817,1.0869699156321793,0.6066494606558319,0.6827570745770997,High,0.002701924161531522,True
6.09,3,4,3,4.46,19,Phone,Medium,Weekday,Prepare for bed,0.42836130446623555,0.14531522015834353,0.283046084307892,1.5825746569573258,0.8832517333585783,0.41424449935361474,Moderate,0.0024035089005275934,True
7.2,3,3,3,4.32,7,Phone,Medium,Weekday,Take a short break,0.2450739868016247,0.2329087708871558,0.012165215914468896,1.7318222559818695,0.9665484043614357,0.1254892643285722,Low,0.0022469617222154203,True
5.54,4,3,2,3.16,19,Exercise,Low,Weekday,Connect socially,0.43424322293937345,0.32398796655949746,0.11025525637987599,1.2057057688691661,0.6729172021000236,0.3380046893686265,Low,0.0030123357933146094,True
7.45,3,4,3,3.18,22,Studying,Medium,Weekend,Prepare for bed,0.5073232831058236,0.2112630747599027,0.29606020834592095,1.38761860593181,0.7744446895707708,0.4806486853256111,Moderate,0.0011835993427005368,True
9.28,1,4,4,3.88,14,Studying,Medium,Weekday,Stay active,0.3297730530155494,0.3295040686771492,0.0002689843384001689,1.5383499077414409,0.858569430864629,0.17687227672095157,Low,0.0027110726232343133,False
7.17,4,2,3,5.77,19,Relaxing,Medium,Weekday,Take a short break,0.38120387582864373,0.26132193294869355,0.11988194287995019,1.5123279412136315,0.8440462948216977,0.28664984517451525,Low,0.0031268083904223243,True
7.3,3,2,3,3.59,13,Studying,Low,Weekday,Connect socially,0.7288089893865929,0.16064500668117487,0.568163982705418,0.9088007393308757,0.5072113500381917,0.7765217752163285,High,0.0015022900036473436,True
7.97,3,3,2,6.4,23,Exercise,Medium,Weekend,Prepare for bed,0.5180259716337294,0.2141216394766428,0.3039043321570866,1.3257626700478204,0.7399222344386436,0.49786027285741014,Moderate,0.0040454161399954315,True
7.47,3,4,3,6.16,11,Exercise,Low,Weekday,Connect socially,0.5349178698648858,0.14934280779938225,0.3855750620655035,1.3864787508776413,0.7738085243523111,0.5558538800145889,Moderate,0.0024914068957737957,True
6.7,3,3,3,6.47,13,Phone,Medium,Weekday,Reduce screen time,0.3210935478813495,0.18045124535676618,0.1406423025245833,1.6688669946437382,0.9314124040113138,0.2566592275115528,Low,0.003662227589707641,True
7.08,1,3,3,3.54,10,Studying,Medium,Weekday,Connect socially,0.23309923007526775,0.20730917398482457,0.025790056090443186,1.7156895497491433,0.9575445695779217,0.13143877888159639,Low,0.001794944303975186,True
6.68,3,4,3,3.99,22,Phone,High,Weekday,Prepare for bed,0.6894783753458944,0.0960827239206685,0.5933956514252259,1.0833374100082278,0.6046221206660974,0.739340844772433,High,0.001789956367748341,True
5.68,3,4,4,4.53,17,Exercise,Medium,Weekday,Prepare for bed,0.3997143468648532,0.17340067858614575,0.22631366827870744,1.6075451015258397,0.8971880038219748,0.35885342311988416,Low,0.0032864641509506103,True
8.48,2,3,4,5.96,12,Phone,Low,Weekday,Connect socially,0.6055639092791306,0.17166730254784326,0.4338966067312874,1.210719200198041,0.6757152514001535,0.6410883336074792,High,0.004114124157472762,True
7.02,4,3,2,5.01,10,Relaxing,Medium,Weekend,Take a short break,0.6108785650733671,0.14683905357163657,0.46403951150173056,1.2343897908653898,0.6889260595883457,0.6619378004165574,High,0.00135234369416029,True
8.93,3,3,3,6.04,21,Relaxing,Medium,Weekday,Prepare for bed,0.22427668473305343,0.21079812883911808,0.013478555893935346,1.7439989680203178,0.9733443567465483,0.11569062590631912,Low,0.001834878350209554,True
7.15,5,4,2,7.14,8,Exercise,Low,Weekend,Take a short break,0.4922729522908581,0.3313263275092657,0.16094662478159238,1.2282023142986864,0.6854727631649318,0.39709091324501444,Moderate,0.004455488251068205,True
5.82,4,1,2,5.83,18,Relaxing,Low,Weekday,Connect socially,0.6200112089818692,0.2499138129506668,0.3700973960312024,1.0310213038107379,0.5754239458574948,0.6229884320921839,High,0.0012502011135530086,True
9.28,3,3,3,3.87,17,Studying,Medium,Weekday,Take a short break,0.4255616031640512,0.21994736601898723,0.205614237145064,1.5053991171957537,0.8401792445078166,0.3673968385238045,Low,0.0015707371621394735,True
5.7,3,2,2,3.76,19,Working,High,Weekday,Take a short break,0.5027696416888359,0.3511066077994326,0.15166303388940328,1.1835659493306845,0.6605607335456701,0.40029831577342445,Moderate,0.0007089151251974783,True
4.87,3,2,3,4.84,18,Phone,High,Weekday,Prepare for bed,0.38423263446436473,0.23531781899146895,0.14891481547289578,1.5709417787634785,0.8767593004212159,0.30179319625574796,Low,0.0025698742629486973,True
6.43,4,3,3,7.42,20,Phone,High,Weekend,Prepare for bed,0.3473123328766337,0.3034895256723754,0.043822807204258296,1.4266223027952925,0.7962130672650639,0.2277239013844532,Low,0.001878971914770141,True
7.11,5,3,4,3.42,7,Relaxing,Low,Weekday,Connect socially,0.6619304506180858,0.1594318976447941,0.5024985529732917,1.0950487871795562,0.6111583647169655,0.7256370298347454,High,0.0022153199302814607,True
6.55,3,3,3,4.0,15,Studying,Medium,Weekend,Take a short break,0.37914297200503205,0.195096311308819,0.18404666069621306,1.5802149866809392,0.8819347763021699,0.3230600446291796,Low,0.0021021087981799615,True
6.66,3,3,3,3.36,9,Exercise,Low,Weekday,Connect socially,0.6887612957635473,0.12724350210886037,0.5615177936546869,1.031216285503715,0.5755327672123283,0.7448360296511307,High,0.002187062911405716,True
5.11,4,3,3,6.17,15,Phone,Medium,Weekday,Take a short break,0.33310017443230644,0.214756640959786,0.11834353347252044,1.6034715404178597,0.8949145060797052,0.25375265070936115,Low,0.0020263855200291048,True
8.39,3,3,4,3.11,17,Studying,Medium,Weekday,Take a short break,0.2593799779332433,0.2550528099331248,0.004327168000118509,1.6311597098864676,0.9103675676898871,0.137676494132065,Low,0.0021428470876548437,True
7.69,3,3,4,5.91,17,Studying,Low,Weekday,Connect socially,0.63218968254718,0.10842789098084003,0.52376179156634,1.2289819769183432,0.6859079011580871,0.6973037769146135,High,0.001968335786172211,True
5.92,3,2,2,4.19,22,Phone,High,Weekday,Prepare for bed,0.6999074720109854,0.17826121257323213,0.5216462594377532,0.9745808364640218,0.5439239212637739,0.7561735781521886,High,0.002550804200261089,True
5.52,3,2,3,6.74,21,Relaxing,Medium,Weekend,Prepare for bed,0.5841549056720398,0.14886298428760722,0.4352919213844325,1.2712426455228873,0.7094940293914438,0.6256752466432319,High,0.004495139938886506,True
6.3,4,3,3,4.42,13,Phone,Medium,Weekday,Take a short break,0.40152881344220415,0.19061191460806648,0.21091689883413767,1.5729074296507943,0.8778563510695168,0.35275852501898486,Low,0.0017109196900011285,True
7.93,3,3,4,2.47,18,Working,High,Weekday,Take a short break,0.3081026846726843,0.26411190088214986,0.04399078379053445,1.6177775641156331,0.9028988499291266,0.18885998677025673,Low,0.001843673907841845,True
9.08,3,5,3,5.99,19,Phone,Medium,Weekend,Reduce screen time,0.3403503603555239,0.17932441052475057,0.16102594983077334,1.6812707582978441,0.9383350763159004,0.27820881177834705,Low,0.0029509107455943074,True
7.0,3,3,2,5.14,22,Studying,High,Weekday,Prepare for bed,0.5552474203931373,0.3100686932515751,0.24517872714156225,1.1401953701427312,0.636355152421191,0.49421541769176713,Moderate,0.0019438171608943476,True
7.42,3,3,3,4.66,9,Working,Medium,Weekend,Take a short break,0.40430357052967053,0.20262822021629062,0.2016753503133799,1.580696134886199,0.8822033102284714,0.3466686899120234,Low,0.0015982724807561053,True
6.64,2,3,3,4.59,18,Studying,Medium,Weekday,Prepare for bed,0.3123294968564511,0.19490950592449544,0.11741999093195568,1.6767609273810684,0.9358180917572985,0.23557864888631228,Low,0.0024680311726250925,True
8.27,2,3,3,4.65,15,Exercise,High,Weekend,Maintain habits,0.2633366174100524,0.23341683077373837,0.029919786636314005,1.7151512529079014,0.9572441403905856,0.14799650040182624,Low,0.004077280575042236,True
8.18,1,3,4,3.86,14,Relaxing,High,Weekday,Stay active,0.35369514007423164,0.28520827308639946,0.06848686698783218,1.5925016006927835,0.8887920661465135,0.22934520669558406,Low,0.005872643896118218,True
7.8,2,3,4,3.43,18,Studying,Medium,Weekend,Stay active,0.25306538632521375,0.24479216652418784,0.00827321980102591,1.689941402315319,0.9431742548810961,0.1310358267308451,Low,0.0023620930322237528,True
6.86,2,4,3,2.81,13,Relaxing,Medium,Weekday,Stay active,0.2562804972069013,0.2543831980615168,0.0018972991453845012,1.6743718460565913,0.9344847200824127,0.12975738912839221,Low,0.00281683144888204,True
8.77,3,3,4,4.59,7,Relaxing,High,Weekend,Stay active,0.3249540529501483,0.20765051008199664,0.11730354286815164,1.6561252081190505,0.9243010775506381,0.24348158832514524,Low,0.003054873121103089,True
8.82,2,4,3,4.43,19,Exercise,High,Weekday,Maintain habits,0.33040310037867904,0.22016075341106917,0.11024234696760987,1.6473946009171503,0.9194284328950126,0.24196535146872997,Low,0.0023627538336562872,True
7.65,3,4,2,6.66,9,Phone,Medium,Weekend,Reduce screen time,0.34484291362944963,0.2885554646110367,0.05628744901841293,1.588942381561175,0.8868056281269383,0.21721939982075372,Low,0.002278270121951427,True
8.04,3,4,3,3.47,14,Relaxing,Medium,Weekend,Take a short break,0.2582809546287032,0.2435855116241938,0.014695443004509395,1.6881244377933065,0.9421601876732943,0.13808120215141417,Low,0.0014789498682753338,True
7.16,3,3,3,7.17,17,Phone,Medium,Weekend,Reduce screen time,0.38389475631588404,0.16768271732205445,0.2162120389938296,1.6103445774773366,0.8987504210992799,0.34435098341797254,Low,0.0025660028589408815,True
7.33,3,4,3,7.8,18,Phone,High,Weekday,Reduce screen time,0.4862844634859391,0.16786532651488015,0.31841913697105895,1.4339307653260498,0.8002919978672312,0.4816630048749676,Moderate,0.005095730736226491,True
6.28,3,2,3,4.32,18,Relaxing,High,Weekday,Prepare for bed,0.3515065866056788,0.29613644886545687,0.055370137740221925,1.5608667417888746,0.8711363152227927,0.22270979734615226,Low,0.0018772596316518526,True
9.44,3,2,4,2.43,23,Working,Low,Weekend,Connect socially,0.7332494843885351,0.09742480902394056,0.6358246753645945,0.9652319613475249,0.5387062147149564,0.7722210250318494,High,0.004919704303858792,True
8.18,2,4,4,2.5,15,Relaxing,Medium,Weekday,Stay active,0.33966572337424383,0.3007954407008712,0.038870282673372614,1.55193906884687,0.8661536860834859,0.20682803617307338,Low,0.0019542981358203204,True
9.07,2,3,4,2.99,10,Studying,Medium,Weekday,Stay active,0.2760394693200689,0.2608005660939187,0.01523890322615018,1.5868295573250095,0.8856264384686994,0.15775970575859624,Low,0.0019477155628301393,True
6.66,4,3,4,2.9,10,Phone,Low,Weekday,Connect socially,0.6596413235658091,0.12014732785874362,0.5394939957070655,1.1502086536390215,0.6419436723471408,0.7184498611351859,High,0.002590452147925214,True
9.42,3,3,3,3.88,16,Relaxing,Low,Weekday,Connect socially,0.683127503988018,0.12459976966917193,0.5585277343188461,1.0682029482348863,0.5961754167232619,0.7381722934499557,High,0.002405278894616813,True
7.51,4,4,3,4.55,15,Studying,Medium,Weekday,Take a short break,0.5796000359291408,0.1273859829240001,0.45221405300514067,1.330993789444127,0.7428417777624806,0.6288014977192157,High,0.0020987867575555166,True
7.11,4,4,2,4.73,21,Studying,Low,Weekday,Take a short break,0.44401718116847727,0.2685411899630193,0.17547599120545798,1.3099932146100979,0.7311211337839243,0.3764166986128505,Low,0.001730972455460808,True
8.57,2,4,3,2.11,16,Studying,Low,Weekday,Connect socially,0.4913630791607538,0.15445855775042033,0.33690452141033345,1.4187106931824385,0.791797513867005,0.4985870478361716,Moderate,0.00155137255614985,True
6.18,2,4,3,1.87,16,Studying,Medium,Weekday,Prepare for bed,0.3221659506327103,0.21001148446436863,0.11215446616834168,1.629002106284402,0.9091633861916891,0.241650126864221,Low,0.002183275637370813,True
7.99,3,2,4,6.61,20,Phone,Medium,Weekend,Reduce screen time,0.31384673339478975,0.2597726443123024,0.05407408908248734,1.6355537492821655,0.9128199277701109,0.19651890683137432,Low,0.00216899466465076,True
7.09,5,2,2,7.02,20,Relaxing,Low,Weekday,Connect socially,0.506783251967776,0.32202678554190206,0.1847564664258739,1.1563041646406744,0.6453456418114234,0.42831286152132625,Moderate,0.003827995053648074,True
8.39,3,3,4,6.17,19,Working,High,Weekend,Take a short break,0.2649331269366348,0.2294696302507304,0.0354634966859044,1.7081465763374937,0.9533347559610865,0.1533774036094014,Low,0.0016993908674637463,True
6.78,3,3,3,5.48,17,Phone,Medium,Weekday,Reduce screen time,0.2185346658741559,0.20266830638413166,0.01586635949002424,1.723614517750875,0.9619675784347668,0.11705353559943377,Low,0.0019445960289442333,True
6.68,2,2,4,3.06,12,Studying,Low,Weekday,Connect socially,0.7871204464749184,0.06434791401662009,0.7227725324582983,0.8359797835832042,0.4665692007997982,0.8108903607537536,High,0.00265934357198499,True
6.85,2,2,3,4.8,17,Phone,Low,Weekday,Connect socially,0.739638843551023,0.08045256430957683,0.6591862792414462,0.9771261372509593,0.5453444806807329,0.7737685834618138,High,0.001330584430168736,True
6.94,3,3,2,4.55,9,Exercise,High,Weekday,Take a short break,0.530925309799204,0.2307426018018631,0.3001827079973409,1.3329090260689131,0.7439106916751339,0.5002621466727537,Moderate,0.002206864406079712,True
7.33,3,2,3,3.43,17,Studying,Medium,Weekday,Take a short break,0.4019979723857405,0.29872463584448056,0.10327333654125992,1.4631520934493278,0.8166007316147734,0.28987027682951044,Low,0.0017295788436061169,True
8.6,2,3,2,4.85,20,Phone,Medium,Weekday,Prepare for bed,0.22130647017961386,0.18937243641635124,0.03193403376326262,1.7548766349249423,0.9794152982381039,0.1260586755674893,Low,0.002235636460591023,True
4.99,4,2,2,4.47,16,Relaxing,High,Weekday,Take a short break,0.6459025276647774,0.19655683095804571,0.4493456967067317,1.096483523956808,0.6119591065586537,0.6828063038321314,High,0.0023211421773266937,True
8.05,3,3,4,6.62,8,Phone,Medium,Weekday,Reduce screen time,0.36841878266955674,0.19865216133704183,0.1697666213325149,1.6143640335303717,0.9009937222354345,0.3044263426869741,Low,0.0026008309451202305,True
6.75,3,2,3,5.6,7,Exercise,Low,Weekday,Connect socially,0.7899311966768163,0.09619722521160784,0.6937339714652084,0.7886624007398022,0.44016086661430187,0.817436865181707,High,0.0021412257152760854,True
7.76,4,4,2,7.61,20,Phone,Medium,Weekend,Take a short break,0.36754687379383283,0.30205302204233025,0.06549385175150257,1.4622431829532432,0.8160934590083246,0.24802309763161168,Low,0.0024541061643886526,True
6.11,4,3,3,3.92,12,Phone,Low,Weekday,Connect socially,0.5740657569474632,0.2147798149344282,0.359285942013035,1.2455891182832253,0.6951765232304665,0.5707944453893896,Moderate,0.0008711394258077108,True
7.3,3,3,2,3.64,17,Exercise,Medium,Weekday,Take a short break,0.4465307651507469,0.21982145341484052,0.2267093117359064,1.422229453180553,0.7937613712142363,0.4008830882901233,Moderate,0.0014550657272276197,True
6.84,3,3,2,4.64,19,Exercise,Low,Weekday,Connect socially,0.5373977356336813,0.201998223690736,0.3353995119429453,1.2421468003181733,0.6932553289942027,0.5379575735963777,Moderate,0.0033012786205845733,True
7.71,2,5,3,4.9,12,Phone,High,Weekend,Reduce screen time,0.2646147580295933,0.26375301807967283,0.0008617399499204481,1.6500390770182904,0.9209043431087198,0.1354989904565173,Low,0.002835942558005313,False
7.86,2,4,3,3.38,19,Studying,Low,Weekday,Connect socially,0.4507245543047263,0.1545556294952716,0.29616892480945467,1.518530593218495,0.8475080608184113,0.44064268464006284,Moderate,0.0017148094715712995,True
7.92,3,3,3,5.68,8,Exercise,High,Weekday,Take a short break,0.39712046001243057,0.1859210901071091,0.21119936990532145,1.5996077870789327,0.8927581042828773,0.34799214508274334,Low,0.0027519713329454735,True
9.44,3,3,3,8.43,19,Phone,Medium,Weekend,Reduce screen time,0.4710979109004294,0.16414946509925557,0.30694844580117386,1.4952016909707124,0.8344879525681487,0.4599603814523852,Moderate,0.0052701080356681316,True
6.63,2,5,4,2.85,8,Exercise,Medium,Weekday,Maintain habits,0.31726465690197775,0.3080110720587093,0.009253584843268436,1.5931493759554822,0.8891535964042427,0.17141588571532934,Low,0.0036644299639908957,True
8.67,2,3,4,3.11,13,Studying,Low,Weekend,Connect socially,0.6706950408800936,0.12248125135607549,0.5482137895240181,1.0956442940061588,0.6114907234050763,0.7295146237150268,High,0.0024602795509200575,True
7.92,2,4,4,2.55,12,Relaxing,Medium,Weekday,Stay active,0.3409880656283045,0.2892560043390473,0.051732061289257225,1.5663257183752117,0.8741830280657219,0.21482046682207273,Low,0.0010831507738134454,True
8.04,2,3,3,4.12,21,Relaxing,Medium,Weekend,Prepare for bed,0.39522860196629644,0.18268146902525567,0.21254713294104077,1.603392828557209,0.8948705761538405,0.3476617487127938,Low,0.00259812896498461,True
9.02,2,3,3,6.0,17,Relaxing,Medium,Weekday,Connect socially,0.2551514516243057,0.21029795758437636,0.04485349403992933,1.7283955071473123,0.9646358994223472,0.15328841917441866,Low,0.0011365033015227899,True
6.58,4,2,4,3.53,20,Studying,Low,Weekday,Connect socially,0.6634652490591941,0.1483836509290284,0.5150815981301657,1.0425438168139416,0.5818547828091577,0.7321884055148058,High,0.0018793307300253696,True
7.41,2,4,4,4.22,17,Exercise,Medium,Weekday,Maintain habits,0.28582766348949745,0.24044090404517965,0.045386759444317804,1.6764004086331272,0.9356168824130016,0.173269803698696,Low,0.0034557979319050267,True
7.57,3,3,2,7.25,20,Studying,High,Weekday,Take a short break,0.4494387211181284,0.28067631187176634,0.16876240924636204,1.3807214424621352,0.7705953093452842,0.36626204910655435,Low,0.002629020513534742,True
5.99,4,2,3,6.17,17,Phone,Low,Weekday,Connect socially,0.6476013977212239,0.15878772223963364,0.48881367548159027,1.107310637979422,0.6180018339495565,0.7099898350217526,High,0.0014935719965075128,True
8.58,3,3,3,5.1,16,Relaxing,Medium,Weekday,Take a short break,0.27990724334370715,0.26247571402400305,0.017431529319704098,1.6705253347439268,0.9323379412436651,0.15169274177972808,Low,0.002410771976322191,True
7.14,3,3,3,4.82,18,Phone,Medium,Weekday,Prepare for bed,0.2125608593197765,0.21245120032702736,0.00010965899274914537,1.737177447539429,0.9695371936769273,0.10182170925343838,Low,0.0017315274084623554,False
8.41,2,4,4,5.16,13,Phone,High,Weekend,Stay active,0.3171737856034536,0.28937036036524677,0.027803425238206836,1.5346064577279988,0.8564801716321635,0.19089456686186623,Low,0.0020833533499378053,True
8.91,2,4,3,4.8,21,Relaxing,Medium,Weekday,Prepare for bed,0.27766501948341377,0.21642391143518355,0.061241108048230214,1.7146399934020167,0.956958801027426,0.17642627419581214,Low,0.004264761441652598,True
8.18,3,3,2,5.81,21,Relaxing,Medium,Weekend,Prepare for bed,0.3238456278632792,0.3033899594697464,0.0204556683935328,1.575725142317164,0.8794289464511857,0.18416371112371147,Low,0.0015068052258015174,True
7.29,3,3,3,2.2,8,Working,Low,Weekday,Connect socially,0.6012969247763224,0.20797952440253042,0.3933174003737919,1.1854154485843926,0.6615929587329632,0.6135872046644069,High,0.0018199457110651587,True
7.32,2,3,4,5.9,21,Phone,High,Weekday,Prepare for bed,0.4395605574434522,0.27682558475247865,0.16273497269097353,1.415386508158101,0.7899422508802998,0.353728281557175,Low,0.0033987997366235457,True
6.19,3,3,3,5.03,11,Phone,Medium,Weekday,Take a short break,0.21402442794988705,0.20375707691750153,0.010267351032385519,1.7314552453716612,0.9663435718398214,0.11022942393215474,Low,0.001637073402169074,True
7.55,3,3,4,2.45,18,Studying,Medium,Weekend,Take a short break,0.24368556257179544,0.24095645827822917,0.0027291042935662646,1.6617479308121126,0.9274391788357869,0.12608104039564696,Low,0.00246780326087582,True
7.79,2,4,3,3.92,20,Relaxing,High,Weekend,Prepare for bed,0.3986737056905688,0.22596990131777073,0.1727038043727981,1.5288527925056925,0.8532689899299761,0.3296420326357194,Low,0.0027324638714886058,True
7.35,4,3,3,5.81,12,Phone,Medium,Weekday,Take a short break,0.39101358712312345,0.19963047461847172,0.19138311250465173,1.5731672419193476,0.8780013550575047,0.3343240219471608,Low,0.0029458965730364134,True
8.7,2,5,4,3.8,9,Exercise,Low,Weekday,Connect socially,0.5214248139095947,0.2690296244954321,0.2523951894141626,1.3102503518743371,0.7312646448235784,0.4650648698845158,Moderate,0.0026592023354426093,True
8.93,3,4,4,5.34,19,Exercise,Medium,Weekend,Maintain habits,0.23773714476525704,0.2084118307354036,0.029325314029853444,1.7412327184294822,0.9718004834542099,0.1331493382744211,Low,0.00197290181356969,True
6.63,3,3,3,4.73,15,Exercise,High,Weekday,Take a short break,0.3495661668810033,0.311823325875599,0.03774284100540426,1.5531078989688494,0.8668060225951958,0.21036355928119532,Low,0.003578018158404603,True
7.23,1,4,3,2.99,16,Studying,Medium,Weekday,Stay active,0.2519882009378519,0.2146200947589338,0.037368106178918115,1.6961850050120661,0.9466588758941147,0.1502205895684531,Low,0.0031568080058321604,True
8.72,4,4,2,3.06,19,Studying,Low,Weekday,Take a short break,0.5694818016012332,0.2793996330192929,0.2900821685819403,1.156381854526662,0.6453890013623685,0.5302465284554395,Moderate,0.004580148334591551,True
5.44,5,3,3,5.65,12,Studying,High,Weekday,Take a short break,0.6758272357819102,0.13617761773489723,0.539649618047013,1.0905649039355554,0.6086558618302736,0.7323910837358049,High,0.004332305359041698,True
7.71,2,4,5,5.18,9,Working,Medium,Weekend,Stay active,0.33863014582367934,0.21496685064064133,0.12366329518303801,1.6691011706363421,0.9315431001212692,0.2526392522245285,Low,0.002493433670875435,True
6.58,4,3,3,5.73,22,Exercise,High,Weekend,Prepare for bed,0.636543134476071,0.23094941720074877,0.40559371727532223,1.052401758606893,0.5873566048797275,0.6528886916310119,High,0.005929413981725599,True
10.52,2,5,5,3.42,18,Exercise,Medium,Weekend,Maintain habits,0.5391394602054308,0.16558466045164266,0.37355479975378814,1.3937648770919517,0.7778749888189114,0.5485261191563132,Moderate,0.0036539037918160515,True
8.06,2,4,3,6.08,18,Studying,High,Weekday,Stay active,0.23335741117446507,0.1990667359118834,0.03429067526258167,1.7078977155843904,0.953195864130248,0.13837513488626685,Low,0.002326302706171663,True
6.73,3,4,1,5.46,14,Phone,Medium,Weekday,Take a short break,0.37301765472698434,0.19956421661936,0.17345343810762434,1.5875845641466992,0.8860478157990032,0.3120657881426794,Low,0.005708597527474398,True
7.21,4,3,2,7.77,23,Working,Medium,Weekday,Prepare for bed,0.40908765423769494,0.40745475595070485,0.001632898286990092,1.2510977269149373,0.6982509362453369,0.24558228595878842,Low,0.00626289360184331,False
6.39,3,3,3,5.69,12,Phone,Medium,Weekday,Reduce screen time,0.242360617502772,0.19899461765529577,0.043365999847476216,1.7163223782684167,0.9578977578993129,0.14783892618961816,Low,0.0016715683803969772,True
9.34,3,3,4,4.17,11,Relaxing,Low,Weekday,Connect socially,0.7025790192755557,0.11113636877350601,0.5914426505020497,1.0278564546940938,0.5736576099340644,0.7514290366871872,High,0.002159679037274866,True
5.54,4,3,1,6.52,13,Relaxing,Medium,Weekend,Take a short break,0.6013433524323628,0.16029754773784902,0.4410458046945138,1.2267551067119538,0.6846650612319507,0.6424035596343327,High,0.0026441846283797657,True
7.59,3,4,3,3.09,19,Relaxing,High,Weekday,Prepare for bed,0.29542409595560903,0.23598774955879784,0.059436346396811196,1.6072296498132344,0.897011946869006,0.1951438962839907,Low,0.0026469198159161287,True
7.18,4,3,2,5.4,12,Phone,Medium,Weekday,Take a short break,0.5666313473668899,0.1342597173077658,0.4323716300591241,1.327449066315502,0.740863430116213,0.6094715613332448,High,0.001264042622983317,True
6.17,3,3,4,3.18,13,Relaxing,High,Weekday,Stay active,0.28036255546084726,0.27597436481636334,0.004388190644483925,1.6443354394070364,0.9177210823478816,0.1456906669389437,Low,0.0013530126591719364,True
6.99,3,3,3,4.38,17,Studying,Low,Weekday,Connect socially,0.5784503130308896,0.1973630721501477,0.38108724088074186,1.2542897003074496,0.7000324105153668,0.5870572273773462,High,0.0013452618710436699,True
5.55,3,2,4,2.68,18,Studying,Low,Weekday,Connect socially,0.7268744903330272,0.09925637722512362,0.6276181131079036,0.9610062555720703,0.5363478034169962,0.769823959966463,High,0.002444457405860126,True
8.9,4,3,2,5.49,10,Relaxing,Medium,Weekday,Take a short break,0.6540885882176419,0.15121366900921646,0.5028749192084254,1.1380586210842323,0.6351626100653693,0.717307342684865,High,0.0021729926511692456,True
7.28,3,3,3,5.24,18,Studying,Medium,Weekday,Take a short break,0.3625180987797745,0.18585336155968807,0.1766647372200864,1.628605562343171,0.9089420708041935,0.30501004634412027,Low,0.0009883811435089755,True
8.21,2,3,4,3.45,15,Exercise,Medium,Weekday,Connect socially,0.35348931606133,0.28759362444837167,0.06589569161295833,1.5834114674890492,0.8837187662087431,0.2284534231149207,Low,0.0014070836570429929,True
7.44,3,3,3,5.06,14,Studying,High,Weekend,Take a short break,0.4664552910226298,0.17016272348810646,0.2962925675345233,1.516508229023469,0.8463793578704107,0.4480338066602676,Moderate,0.002225690262750648,True
8.66,2,5,3,4.23,9,Exercise,Medium,Weekday,Maintain habits,0.3665664151135487,0.17305391157960862,0.1935125035339401,1.6505812059313638,0.9212069110160668,0.31617225707164165,Low,0.002534344218150422,True
7.99,4,3,3,5.31,23,Exercise,Low,Weekend,Connect socially,0.49004417838504954,0.24912666755943863,0.24091751082561091,1.2966511856795273,0.7236748056580187,0.4444271767195962,Moderate,0.004626441972312622,True
8.38,2,4,4,2.85,18,Studying,Low,Weekday,Connect socially,0.48254799204057186,0.19242511823317732,0.29012287380739454,1.4188337056832587,0.7918661684509115,0.46185937439325125,Moderate,0.002596452933613823,True
7.85,3,3,3,5.92,9,Phone,Medium,Weekday,Reduce screen time,0.28331816169740204,0.22231736794283954,0.06100079375456249,1.6759804436661303,0.9353824955021414,0.1831172292915964,Low,0.001163915228930774,True
7.21,4,3,2,4.2,14,Phone,Medium,Weekday,Take a short break,0.5982169281457312,0.14130685424841521,0.456910073897316,1.2756418817376518,0.7119492898716129,0.6466448114193777,High,0.0023614022295571457,True
9.0,4,4,4,5.38,9,Relaxing,Low,Weekend,Connect socially,0.5300103723567392,0.15307974712943845,0.37693062522730075,1.3733061521547087,0.766456757025747,0.5490647538144937,Moderate,0.0012429122366831552,True
11.0,2,5,4,5.36,17,Phone,Low,Weekday,Connect socially,0.3680201685889118,0.20070254943147392,0.16731761915743787,1.512293337347889,0.8440269820365072,0.3139260128679153,Low,0.0026755418504282266,True
6.06,4,2,3,3.66,18,Exercise,High,Weekday,Take a short break,0.5249476805216435,0.2916047768608517,0.23334290366079186,1.2316692671854237,0.6874077064127724,0.4620849475147394,Moderate,0.0026682337037750793,True
